label,script
0,"Quite honestly, I feel very, very lucky and blessed that I got to finish my year here"
0, I'm really happy I got to finish my year playing and finish playing I think three great matches
0,It's been a great event here
0, If I'm not in Singapore next year then I would love to be here
0," So, yeah, I feel very happy to have come here this year"
0, I will be home for a week first and head to Rome for three days
0,Obviously you already got the award of most developed player this year
0," I want to know whether you have time to take part in the IPTL for the vacation, to play more tennis"
0,No
0, I'm currently not scheduled to be playing any exhibitions or anything along those lines
0," I'm going to take full advantage of having some time off, and then training"
0,What do you think happened today in the match
0,"Yeah, I think I got off to a really good start and was playing well"
0," Probably from 4-1 I got a little bit tight and my balls started dropping a little bit short, and then that gave her an opportunity to step into the court and get more on top of the points and kind of gain control back"
0,I think that's really just what shifted it
0,"Then, you know, second set, again, good first game"
1, Unfortunately lost serve
1, She always plays very aggressive and really goes for it
0, If you're not able combat that then it's going to make things very difficult
0,But overall I don't feel like I played too bad
0, I was a little bit unlucky to lose serve in that second set
0, That's just the way it goes sometimes
0,Did you say tight or tired at 4-1
0,Tight
1,With Dave you didn't usually do a lot of on-court coaching with him
1, I saw Josh came down during the match
0,Uh-huh
0,"Is that part of the new arrangement and new partnership, that he wants to be more involved in the matches"
0, What was the reasoning behind that
0,"Yeah, we spoke about it the other day and, I don't know, we thought we would kind of use this week to try a few things out"
1, We had only been at two tournaments together previously and one was the US Open where you're not allowed to do it anyway
0,"Yeah, I don't know"
0, I don't know whether it's something we'll continue all the time or not
0," We kind of thought, You know what"
0, This week we have nothing to lose
0," Let's try it, see what happens, see if we like it, and go from there"
0,"Yeah, I don't feel like it hurt me by any means"
0, I don't know if on-court coaching in general often changes the result of what's going on
0," It certainly wasn't a bad thing, so I guess we'll discuss it more over the pre-season and see what we want to do next year"
0,Did you used to not like it
0, What was the reasoning for not wanting to do it that often before
0,Initially I was really against the whole idea
0, I didn't like it at all so I was never going to use it
1,"Then I feel like with Dave, you know, he was really strong about the player having to work it out themselves and that's how you're going to become a better player"
1,"I think because you can't use it in Grand Slams that was a big thing, not to be reliant on having your coach come down and tell you what to do"
0,I can see both sides
0, For some players it really works and maybe for some others it doesn't
0, I think it's finding what kind of works for you
1,"And moving forward, how do you and Josh leave this week"
0, Do you feel good about the partnership
0," How do you feel about your game and how you're playing, at least in the practice court and moving on into the off-season"
0,"Yeah, I guess this week it's obviously been disappointing to walk away without a win, so results-wise, that's, yeah, not great"
0,But I feel like the way I've been playing this week in these matches have been better than the matches I've played in China and Hong Kong through the Asian swing
0, So I guess that's a positive
0,I think you kind of have to break things down
0," If you just looked at it as a whole, Oh, it's another loss, another loss, you're going to get pretty disappointed and it would be very demoralizing"
0,"I think if we can kind of break it down and be like, Okay, this worked well; this was a better change; this didn't work well; this is what we got to do"
0,"I feel like we're pretty clear on what I've got to do, and now it's a matter of just getting out on the practice court and just getting better at it again"
0, So there is no secret
0, You just got to get better and win
0,"You're friend with Zhang Shuai, and she was affected by the crowd on court"
0," What is your approach when you have to face such noise or just walk around, the crowd's behavior"
0,"I didn't understand the start, sorry"
0,My question is
0," Zhang Shuai is your friend and she was kind of affected by the crowd's behavior, somebody walking around or just making some noises"
0,Okay
0,Ask them not to do it
0, I think her emotion is affected by that
0, I just ask what it is your approach when you have to face that kind of crowd behavior
0,"Look, I'm not -- when there is talking or people moving around it doesn't really bother me that much"
0, I feel like I'm focused on what's going on on the court
0,I know some people get really distracted by a noise or somebody moving; others it doesn't matter
0, I think obviously we have the way tennis is being played for a very long time
0,"But, yeah, I don't know"
0," Doesn't really -- I mean, nothing out on the court tonight bothered me, so that's just for me that's okay"
1,Strong start today; a little bit tenser the second set
0, How did you work it through and get it done so quickly in the end
1,"Yeah, the second set was a little bit tight"
1," It was really important to serve well in that game, 4-3"
1, I was facing two break points and it was really the key point
0,"And I think that from the time that I started to play more aggressive than I did before, the beginning of the second set, so it helped me actually, to face the two break points to get back on the track and play little bit better and to return better as well"
0,"But, I mean, overall it was a good match"
1, I think it was -- the serve was really good today; helped me a lot as well
0, I'm happy that I'm in the semifinal for sure
1,You played so well in the first set
0," Curious, when you're in one of those zones, how conscious are you of it as it's happening"
0, Is it something you try not to think about during the match
0,I'm not really thinking about that
0," I mean, I'm there and just focusing on the next point"
0," I think in the tennis it's very tricky when you sometimes looking back, which is not great"
0,"Even you win the point or you lose the point, but you still have to be in the time right now and not really thinking about the future as well"
0,"I mean, if I am playing well I'm not saying to myself, Okay, I'm in the zone"
0, It's very good
0, If I say that probably I would lose my concentration
0,"It's a little bit tricky, I have to say"
0, I just need to still be continuing the work I did
1,"Of course sometimes in the match you have the time when you're not feeling great, when you're a little bit down, low with the energy - or on the other hand, when you're playing really great and have winner by winner - and you still have to be kind of still going and try to not really thinking about what happened"
0,"It's going to be a marathon from here on out: your match today, semi tomorrow, and the final on Sunday"
0, How fresh do you feel now and how ready do you feel having the three matches over the next couple days
0,I think that we are used to from the tournaments
0," I mean, nothing really like new"
0," I had a day off yesterday, which I think helped me, my body as well, to recover a little bit"
0,"Yeah, I mean, semifinal and final is always kind of challenging as well"
0, You just going to put everything what you have in that moment
0,I just don't really think that it's like kind of problems
0," Of course not everyone has the same conditions, but, I mean, it's okay"
0,"Everybody has to handle it somehow, and I going to do the same"
0,China is lucky place for you
0, This is your first time in Zhuhai
0, How do you feel atmosphere is out there
0, How do you rate this tournament and the city
0,I'm surprised actually
0, It's very nice city
0, It's great even as well
0," I mean, I really like it"
0,"I didn't expect that many people today during the day, but it's came many of them and it was great atmosphere out there"
0,So it was really nice to play in front of them
0,One question: who do you think would be your strongest opponent for the rest of the week
0,Tricky question
0, I don't know who's going to advance into the semifinal so far
0, I have no idea
0," I think all four who can to advance to the semifinal will be tough anyway, because they play great in the group and win the two matches"
0,So I don't think it's any like have a good choice to play someone semifinal
0, I'm not really see anyone
0, All of them
1,"It was definitely not an ideal situation to be in I think for any player, including Kuznetsova"
0, I think she did an incredible job
0," I think to qualify the way she did going into Moscow knowing that if she won what it would mean, honestly, that was very impressive from her"
0,"From my side, I really just tried to make the most out of the week"
0," Enjoy the experience, see what it's like"
0, We do get treated very well there
0, We stay at a very nice hotel and the food is very good
0, Honestly just tried to make the most of it
0,I arrived here on Sunday morning
0," Yeah, Sunday early afternoon"
0,"A lot of people were saying you looked stunning and gorgeous last night, and before in Singapore"
0," Do you follow fashion, and how do you define beauty"
0, Sorry
0, Thank you
0," I was not expecting that question, so that's why I'm laughing"
0,"Well, I'm very flattered"
0, Thank you very much
0, I do try
0," I try my best to always I guess represent the tournaments well and just make an effort in general, because the tournaments put big efforts in putting those functions on for us"
0,I think it's important that we try just as hard
0, I do enjoy fashion
0," I do get some help though, so it's not all me"
0," Yeah, thank you for noticing"
0,This must be an expected question for you
0," Because you are voted as the most improved player of the WTA this year, can you share with us what's the biggest improvement that you have made to your techniques or mentality, something else"
0, Can you share with us your secret of such amazing season
0,"Well, unfortunately there is no secrets or magic potion or anything like that"
0, I think on my personal journey it was about really accumulating a lot of experiences and to really go through certain situations which improved me as a competitor and also as a person off court
0,I think going through some things really put me in a position to be prepared to consistently compete the way I have this year
0," I think that's probably been the biggest change, just the consistency I've been able to play at, the level that I'm playing"
0,But I promise you it's every day hard work
0, It's every day really making sure -- if it's easy or hard -- really making sure that you stick with the good habits and stick with the good things that you know are bringing you good things basically
0,What do you make of the format
1," It's not a traditional round robin, but you're guaranteed two matches"
0, What's your approach heading into the week
0,I'm really excited actually
0, Really happy to be here
0, Really excited that I get to finish my year here
0, I think so far I've just really enjoyed everything that I've got to experience so far with the hotel and also the venue here
0,"The format, I'm looking forward to it"
1, It will be the first time I've ever played in kind of a round robin situation
0," Well, since I was very young"
1, I remember when I was very little we played round robins
0,"So, yeah, guaranteed two matches is also great"
0, It's a great way to finish the year
0," Yeah, just hoping to -- looking forward to really giving it my all and see where that takes me during the week"
0,You're doing great this year in China: quarterfinal in Wuhan and final in Beijing; into top 10 for the first time
0, Does that give you extra confidence you can play well in China again this week
0," Also, you're the only top-10 player this week"
0, Do you think the tournament is for you to lose
0,I guess China has been good to me recently
0, I definitely do enjoy playing here
0," I think every tournament that I've played so far in China, the organization has tried incredibly hard to put on great events, and I do think they succeed in doing so"
0,I do enjoy coming here to play
1," I may be in the current rankings the only top 10 player here, but there are Grand Slam champions in this tournament"
0, There are girls from the tournament who were top 10 only two weeks ago
0,"And even the girls who aren't, I promise you every girl here plays a very high level of tennis"
1," Some of the girls have also been reaching quarterfinals, semifinals of Grand Slams this year"
0,It's anyone's tournament
0, I'm just here like everybody else and I am going to give my best and see where that takes me this week
0,How are you feeling physically at this point
0, I know you were dealing with a little bit of an injury two weeks ago
0, How much training did you do in Singapore and how are feeling now
0,I'm feeling really good
0," I think I made the decision when I did at the right time -- I mean, I always look to put my health and body first"
0, Without it I wouldn't be able to play
0,"So I made the decision at the right time to pull back and rested, and honestly everything cleared up in three, four days"
0, Since then I have been building up
0,"I have a four-week practice in Singapore, and really looking forward to play here"
0, Not going to lie: I'm also looking forward to going home and resting after the season is over
0,I feel motivated and really lucky that I still can play one more event this year
0,"I know that you are very busy, but when you do have time, what is your hobby"
0, What do you like to do
0, Australian always likes surfing or things
0, Do you also like to do some surfing or dangerous sports besides tennis
0,"I can't surf, so I definitely do surfing"
0," Actually, in general I'm not very good or coordinated at any other sports in general, so tennis is practically my only craziest thing that I do probably"
0,"In term of off-court hobbies, I love live music"
0, When I'm home I try to go to concerts
0, Otherwise I'm quite a homebody
0, I enjoy being home
0, I enjoy the comforts that that brings
0, I enjoy being with my family
0,"Traveling as much as I do, and all of us do, you don't really get a chance to not live out of a suitcase that often"
0, So I think just very normal and simple things I take a lot of joy from
0, One question for you
0, So your performance for the second half of this year was less than satisfactory and there were concerns about your future trend
0, Can you talk about this
0,"Yeah, it's been a disappointing second half of the year for me, no doubt"
0,"But, yeah, for whatever reason, it's been -- my results have not been very good"
0, I've changed coaches
0, I've been looking for a new coach
0," I think a lot of these changes that I've been trying to make and then find replacements, then it makes things very hard when you're away at tournaments not to have consistency"
0,So I think this is probably a big reason maybe why
0, Obviously I need to pick up my form and start to win some more matches
0,"Yesterday Zhang Shuai joked in the ceremony, draw ceremony, that the first player I pick is Sam"
0, How can you explain that
0, I think Chinese fans appreciate your friendship to her
1, You're Grand Slam champion
0,Yep
0,Could you remember the first time you meet with her
0, Can you tell us how your friendship develop in years
0,"Yeah, we met many years ago, I think maybe 2009 or 2010, something like this"
0,I remember we practiced together at a tournament in Charleston
0, She had a little bit of an Australian connection with a past coach
0, Her coach was coached by an Australian man
0,"Yeah, we just met and always got along really well"
0, I think they appreciated the way that I played and liked my style
0, Over the years we just practice a lot together
0, We go out for dinner sometimes together
0,"Yeah, we're good friends"
0," Makes it fun to see people like her at the tournaments every week, and now especially she's doing very well"
0, So it's nice to see her really come back from I guess a disappointment at this time last year to now find herself back in the top 30
0,"I think she's probably at her career-high, so very exciting for her"
0,"However, in the draw ceremony she put you in the same group with the top seed"
0, Could you please talk about your draw
1,"Yeah, obviously playing with Konta and Garcia in my group it's not going to be easy to get through"
0, I think my group is going to be difficult
0,"I mean, there are only three people"
0, You're going to have to win I think both matches to guarantee yourself to qualify obviously
0,"Jo, I guess she was in Singapore last week as a reserve, so she's been constantly playing and had a great year"
0," Going to be a difficult first match, but I'm ready to go"
0, It's a good test to test yourself against I guess the highest-ranked player here
0,"Even though you said second half of year is disappointing, you're guaranteed the highest year-end ranking in the past three years"
0,Uh-huh
0,You're 32; is that something you're proud of
0,"Yeah, I was actually just trying to remember what my year-end rankings were the last few years"
0," If this is my best one since then, that's obviously a positive"
0,"I know that I still have some improvement that I can make with my game, and every day that I go out to practice I'm trying to do just that"
0,"Yeah, even though it's been a little bit disappointing, it's still a good position to be in"
0, Hopefully I can really build on all this for next year
0," No matter what happens here this week, I just want to try and play well"
0,"Hopefully that results in some wins of matches, but really just try and get myself ready for next year and find that good level of tennis again"
0,"And even looking ahead to next season, knowing you made your first Grand Slam semifinal in a couple of years, how much confidence does that give you going into 2017 knowing you made a Grand Slam semifinal and can compete at the highest level of the game"
0,"Yeah, look, it's definitely motivating to know that this year I did make a semi in a slam"
0," Obviously I feel like if I can keep trying to improve, yeah, and find that form again, then there is no reason why I can't do that again"
0, It is good
0,"Like I said before, since then it hasn't been fantastic, my results"
0, I feel like I'm kind of getting myself back on track and ready to go again for 2017
0,"So I think it's important to find a good level of consistency so that week in, week out, you're right there"
0, Obviously some weeks you're going to have a really great one and maybe occasionally you'll have a poor one
0,"If you can find a good middle ground, there is always a chance to really step up"
0, Confidence plays a big role I think in tennis
0, You can have a not-so-good time and have a good week or two and find yourself playing very well and full of confidence
0,"Like I said, that really helps"
0,Curious what you make of this format
1," It's not a traditional round robin, but you're still guaranteed two matches"
0, Are you just looking forward to getting those two matches in
0, How do you strategize going into this tournament
0,Probably not a whole lot of strategy
0, You have to win otherwise you're not going to go anywhere
0,"Look, it is obviously different having such small groups, but it's not bad"
0, You know that you're coming here and you get at least two
0," Maybe if you win one it's depending how things fall, you still might make it through to the semis"
0,"So, I think it keeps it very exciting"
0, As the days go on you start to see who has a very good chance and who doesn't
0, Every match counts for something
0, No matter what
0, Maybe you can't get to the semis
0, It still means something to play that match and try and win it
0,I think that keeps the idea of playing well and competing hard -- everyone is going to do that every single match
0, I think that makes it exciting for the fans
0,"First of all, congratulations on your second win"
0, Two questions for you
0, This is your second time in Zhuhai
0," How do you comment on the facility here, the schedule of the event, and the city itself"
0, And question No
0," 2, you will be in the semifinal now"
0, Who is your favorite opponent and least favorite opponent
0,"Well, yeah, it was second time for me here"
0," I didn't see much of Zhuhai, but I heard good things about it"
0, Looks like a small New York and it's building a lot
0," Since last year as well a lot of work done, a lot of lights everywhere"
0,"You know, like on the building"
0, We're not used to see in Ukraine because we don't have that much probably money to take for electricity
0," So, yeah"
0,"Yes, I don't have any favorite opponent"
0," Yeah, they are playing well"
0, Everyone is playing well here
0, It's I think a little bit strange to say that I have someone favorite to play
0,"Yeah, I'm looking forward to the semifinal"
0," Going to be my second semifinal, so hopefully this time I will go further than last year"
0,"Yeah, we will look forward to Saturday"
0," Yeah, it's going to be very interesting match I think for sure"
0, Doesn't matter who I'm going to play
0,Questions in English
1,A lot of tough games in the first set
1, I think you saved six breakpoints in the first
1, How did you turn that around and stay up through the two sets and get it done so quickly in the end
1,"Yeah, I was trying to be really focused on my serve, because she is quite aggressive from both sides, from forehand and backhand"
0,So I was trying to mix it up a lot and just being in the moment
0, I think I was playing really well on the break points down
0," Yeah, it was just -- it was a good game for me today, very solid"
0," In important moments I was very solid, and I think that's why the score was my way"
1,I broke in the first set really playing aggressive
0," Yeah, it was solid game today"
1,Even though it was a round robin it was a pretty straightforward scenario
0, You win and make the semifinal
0," Did that help today, knowing you didn't have to deal with any math or complicated scenarios like that"
0,"Well, still was quite tough"
0, My first match was quite tough as well
0, Of course it's maybe quite obvious for media to say that it was obvious that I'm going to win
0,"Still for me, there was still a lot of work to do ahead in that moment"
0," So I was trying to just take match by match, set by set and just to give every thing"
0,Last tournament
0, I still try to don't think about it
0, I try to think that I still have couple tournaments ahead of me
0, When you think about your last tournament you start to be really down in energy
0, You start to think about Maldives or something
0,"Yeah, just I try to enjoy the moment"
1," I think it helped in the first match when I was down the first set, and then also today staying in the moment, it really help me a lot"
1,"Finally, Timea Bacsinszky brought in an opera mask"
0, Have you been to the station at the tournament where they're doing the nails and calligraphy and painting masks
0, Have you gotten to experience any of that yet
0,"No, I didn't do it yet because, yeah, I was too busy watching movies"
0, I am really interesting in that
0,"Yeah, I will do probably because it's quite traditional thing in China"
0, So I'm always trying to get something traditional from each country
0," Yeah, it's very interesting to see what people like and what is their traditions"
0," First of, all congratulations"
0, We learned that you only spent like 20 minutes practicing after you arrived in Zhuhai
0, How did you manage to have such a great performance after such a short time of practicing
0,I didn't practice only 20 minutes
0," I mean, I practice few times for sure, but not really hard, I have to say"
0," I mean, end of the season and I need to save some energy, which I think was great for tonight"
0,I'm pleased how I played today for sure
0, Was a great first match which I played on center court
1, Robby is always very challenging player
0, She is playing a little bit different than other players
0,"So for me, I was really focusing on every shots and didn't really know what it's coming, so I had to be focused"
1,So you've got Bara in your group and you said in the draw ceremony it was funny because you're both Fed Cup teammates
0, A lot of people asked about what it's like to play a friend
0, Perhaps a different thing to play a teammate
0, You're playing tennis and practicing so closely together
0, What do you make of that experience and what you'll bring into the next match
0,"Well, it's not the first time for me playing teammates or friend"
0, It's never really easy
0, We spend time here as well on the players' party and we already knew we were in the same group and we were still behaving normally as we did before
0,That's what I really like
0, Off the court it's everything possible
0, You step on the court and you're focusing on your game and not really the opponents
0, The emotions are a little bit different
0, Probably you are just keeping more inside of you
0,Of course when it's like big fight and really important points it's just going for it and just do what you can
0, Same with the other opponent
0,So that's what I going to try day after tomorrow
0," Yeah, and then next week we are in the team, and I hope that everything will be fine"
0," Even I loss or she loss or whatever happen, I hope that off the court we going to be good again"
0,"My answers are pretty long, so should shorten it"
0,You played so well the last few months
1," I know everyone is looking forward to the off-season, but is there a little bit of disappointment that after this week or Fed Cup you have to stop"
0,"A little bit, yes, I have to say"
0,"On the other hand, I think it's a good finish of the season - better than the first half, so I take it as well"
0," I always like to see the things more positive than the negative, so everything has both sides"
0,I'm glad that the game is there again
0, I do feel better on the court
0, I'm more confident
1, I'm going more aggressive than I did before in the first half of the season
0,"So, yeah, I mean, of course I wish that the season is still a little bit continue"
0, That's why I'm really glad I was able to qualify here and play
0," I mean, coming to Asia swing playing Tokyo, Wuhan, and Beijing was kind of the goal to qualify here"
0, Even I had a chance to qualify to Singapore which was very small
0,I'm really glad that I made it to play here and still have a chance to have more matches
1," Still we have Fed Cup next week, so that's good to play few matches here coming to Fed Cup"
0,Hopefully we going to finish the season on the highest stage
0,I remember in New York you were saying you didn't want to overexert yourself by going too much around the city
0, You'd stay between the hotel and the site
0," Are you doing the same here in Zhuhai, and were you doing that throughout the Asian swing"
0,"Well, when I played in New York, in the day off I didn't go on site and I was just staying in the hotel and have a little bit of walk or just a little bit of work in the fitness"
0,So I didn't really hit every day
0," I was saving energy, which I think is sometimes more important for me than just to play"
1, I'm kind of the player that doesn't have to play every day and still can't forget the forehand and backhand
0,In the Asia swing was a little bit different because I played all those matches and I didn't really have a day off between the matches and the tournament
0,Here I'm probably saving the energy for sure
0, I think it's end of the season and everybody is just a little tired
0, Everybody has small injuries and the body is not just working that well as in the beginning of the season
0,"So I'm just doing what I have to, spending the time by the physios and just resting"
0," But I hit few times for sure, otherwise I can't get the conditions here"
0," Yeah, I'm just doing it by the feel probably, how I feel"
0," If I need to practice, I go"
0," If I don't really, then I just stay"
0,"I think I'm good in that, if I can say"
0, I'm trying to improve it as well and feel my body more that I used to before
0,We notice the beautiful rings on both hands
0, Also we know when the ring appears in this finger always means something
0, Any special meaning for the rings
0,Nothing new
0, Sorry
0, It's just the ring
0, Nothing really surprise
0,"When you were growing up you were watching a lot of players break through at 18, 19, and 20"
1," Now this generation is watching players like Angelique and Li Na ans Schiavone all win slams at 28, 29, 30"
0," I'm curious, if you had been looking up to those sorts of players how that might have changed your mentality"
0, I know you are one that believed in the process and the rhythm of things and just coming into your own in your own time
0," I'm also curious if the next generation, if that may be impacted in any way seeing players break through at a later time in their careers"
0,"To be honest, I didn't really watch tennis in the TV that much"
0, I didn't really like it
0, I was preferring to play than to watch
0," But of course when I was starting be as a pro and trying to kind of play better and making some improvements for ITF and WTA, I watch some players like Kim"
0, She was kind of really playing a while
0, I like her as a person as well on the court and off the court
0,So it was one of them
0, I am not sure
0," I mean, of course that everybody is watching higher"
1, Like for us Serena maybe was the biggest probably person on our tour
0," Yeah, of course that everyone who's in the top are as idols for the next generation"
0,I am not sure
0," I mean, like I do feel that the women's tennis is very open right now"
0," It's just about the form, the mentality"
1, I think everyone knows forehand and backhand
1, It's about the key points and important break points and game points to save be really ready in the mind
1,"I do feel that the game, to be like good or great, is going for the shots and play aggressive"
1," But I see Angie, how she is great mover"
0, But even she has a chance she just going for it
1,"I just still do feel that the aggressive kind of part of the game, it's very important to get better and better"
0," Of course the movement, be fitter and fitter is no doubt very important as well"
0, She is showing everything in the game
0, She's very consistent as well
0, That's probably why she is that great right now
0,Another good match from you today
0, What do you think was the key to getting it done so efficiently
1,I think the key was really on my serve
0, Was couple of games really tight and she really went for it
0," From the return already she put the pressure on me, which is not nice of course on this kind of surface"
0,She really knew that she has to go for it and she did
1," That was kind of the tricky one probably, to keep the serve still and then wait for some chance to break her"
1," I mean, when I break her I did feel a little bit better, more relaxed, more confident as well"
0,The last game was really tight as well
0, I'm glad that my serve helped me again today
0,What did you make of the court
1," I spoke to Stosur and she said it wasn't that fast, but it wasn't that slow"
0, You seem to really like it and it seems to really suit your rhythm
0, Curious what your opinion is
0,I do
0," Yeah, I do like it"
0," I find it a little bit faster, to be honest"
0," I think that when the ball is bouncing it's really like not bouncing very high, so it's very low all the time"
1, I think that when you're really playing aggressive even the flat shots is just not really bouncing
0,So that's what I find pretty quick
0, Even on the serve when you hit the line sometimes it's really difficult to return it
0, Yeah
1, During the press conference of Zhang Shuai before she mentioned you're one of the top aggressive players in the world
0, She said one of the reasons is because you can finish the game before your opponent even picks up
0, How do you comment on your game with her
0, What will be your preparation for your next match on Sunday
0,It's for sure -- is it working
0,Good
0," First of all, I think it's very nice of her that she said it, that I do play well"
0, I did actually
0, I already explain the game of today
0,"For tomorrow, I need some good massage probably, good sleep as well"
0, Tomorrow will be ready for that match again
0," Doesn't matter who I going to play, but the finals are always difficult"
0, I love to play in finals
0, That's one of the reason as well
0,"I mean, I need to be ready 100%"
0," It's not the last match of the season for me so far yet, but on the WTA it is"
0," So I will really -- oh, boy, I'm tired"
0,Yeah
0,Who is going to be your rival we don't know yet
1, Can you just give some comment on either of Johanna and Elina
1,"I played Jo and Elina in Wuhan, both of them actually"
1," I did feel that with Svitolina I knew if I out the pressure on her, when she's under the pressure she's not playing that well as she is"
1,Of course it's always difficult to put a pressure on her because she is serving and returning well
0,Same with Jo
0, I don't really see bigger difference
1," I think with Jo it's more aggressive, trying to play more shots down the line"
0, That's probably the biggest difference
1,I think both of them playing aggressive
0, I think they going to try tomorrow
1,"Speaking of this being your last WTA match, with FedCup coming up, was this match any preparation for you, playing a Chinese player in China"
0,That's good one
0," Yeah, I think as I mentioned on the court after my match, it's always nice to play in China"
0, I know I do have a lot of fans here
0, It's great to play in front of them
0,"You know, playing Chinese is a little bit different and the crowd is never 100% for you"
0, It's never
0,But it was nice
0, They were really great
0," They support both of us and really clapping after every point, which is always nice"
0, It was full and was really great
0," I mean, the audience was really great today"
0,"But as preparation, yeah"
1, But I think in Fed Cup it's a little bit different
0," It's like a little more loudly, and in France it should be around 6000, 7000 people coming"
0,It will be great
0," We know how to play away, of course, but it's always better to play home for sure"
0, But that's how it is
0, They have advantage right now
1,Down a break in the first set
0, What do you think you did to turn things around and end up coming through pretty good in the end
0,"At the beginning of the match I didn't really feel the court, the ball"
0," It's always tough when you are not playing for two weeks a match, like a regular match"
0, Then it's tough for me
1,"But when I was 1-3 down I was telling myself, Be patient more and get into the rallies more, and then run"
0, Sweat more
0," Like this I start to feel the ball, feel the game"
0,Then it was 3-All and I start to be a little bit more confident
1," Also the first set gave me a little bit boost, so I was confident in the second"
1,At the draw ceremony Petra said it was interesting you got put together in the same draw because of Fed Cup in a few weeks
0," Have you spoken to her, and how are you preparing for each other"
0,We spend the whole party yesterday together
0, We really didn't speak about the match
0," Of course we said like could be a little bit different, but it is what it is and this is tennis"
0, So we have to deal with it
1,"Of course it's not easy because we are friends and we playing, like you said, Fed Cup next week"
0, But this is how it is
1," We can't say just like, We can't play because we are playing Fed Cup and we are friends"
0, But we will try to do our best from both sides
0, We will see
0,It's not the ideal group
0,This is your first time coming to Zhuhai
0, How do you like the city as well as the tournament
0,"To be honest, I didn't see so much from the city yet"
0, I have a day off tomorrow
0, I might go to see something
0,"But the site, the venue is amazing"
0," I have to say the courts and the organization, it's really nice"
0, But I can't say about the city much
0, Sorry
0,"But I have to say that you have a lot of green, so I don't see that much in Beijing or Wuhan"
0, So it's nice to hear the birds or whatever
0, It's very nice
0,I know players are asked a lot what it's like playing your friend
0, You hang out
1," For a teammate specifically though, you and Petra being on the same team, you're working together a lot in tennis, not just hanging out"
0, Does that give a different advantage or disadvantage
0," With the growing Czech contingent, might even have a whole dossier on upcoming players"
0,That's a good question
1," All the Czech players, we know how to be a teammates in the week where is Fed Cup"
0," Tennis is individual sport, so we know how to separate it"
0, Most of the time of the year you play for yourself
1,Three weeks in a year we are so close together and we are like really -- I can't describe it because it's like a routine for us that we are really doing everything together in the week where we play Fed Cup
0,"But when we have to play for ourself, then it's something else"
0," Of course it's a Czech player on the other side of the court, but this is a business"
0, We have to do our best
0," I try to do our best, she tries to do it as well"
0,So I think we are professional in that
0,You seem to have a bit of a struggle on court today
0, What was happening out there
0, Thank you
0,"Well, you know, for sure as a competitor it's tough, especially like you go out there, you play one hour, and it's done"
0,"But when I reflect on the match, I mean, she barely missed anything"
0, I think she was just on fire
0, She served well
0, She played well
0," Tactically she -- I mean, she took good decisions at good moments"
0,I never gave up
0, For sure it was just frustrating during the match
0, I was fighting until the end
0," Yes, sometimes it feels strange"
0," It's a weird sport sometimes because of that, because you feel ready to compete"
0, I practiced pretty well for the couple of days I was here
0,Then you end up playing against someone who is playing every shot in every corner and playing really well
0, So I give her all the credit for that
0," Well, I just feel sad I couldn't do more"
0,"On the other side I'm happy for her, because she is playing also here in front of her home crowd"
0," Well, she has been playing great all year long, too"
0, Probably confidence that she has is just growing
0,"Well, I think that's what happened"
0,How are you feeling physically at this point of the season
0, I know last summer there were some issues with fatigue
0," How are you feeling now, like anemia"
0,What
0,Last summer you were feeling some anemia
0,"Ah, last year"
0,"Yes, so I am curious this year how are you feeling"
0,This year I'm fine
0, It's definitely not anemia anymore
0, But otherwise for this year for sure it's the end of the year
0, The year has been pretty long
0, I started I think with two months or almost three months difference with other players because of my knee injury of the end of last year
0,So kind of I was really trying hard really quickly to -- for the first three months -- to get back on track
0," You know, with the competition around you try your best every day; you're so focused"
0, You lose as well so much energy doing that
0, It costs you a lot
1,"Some huge results got to me without expectations in Miami, and then huge disappointments by the Fed Cup"
1, Then again huge emotions the week after the Fed Cup with tournament win; then a great season of clay
0,"Then we added that tournament in Switzerland, a tournament in Gstaad"
0, Usually this was my holiday week as well
0,With an Olympic year I think it's tough sometimes
0," You have to be picky with schedules, because especially this year for me was really charged -- I mean, charged"
0," Yeah, many events going on for me as well as the top 10 -- counting as a top-10 player"
0, So I had many mandatory events
0,"Well, I think if I look back right now, today, 1st of November, I'm still in top 20 and thinking about every emotion things that have been going on this year, starting with the delay and everything"
0, I'm super proud of what I did already
0,This tournament is not over yet
0," Looking back at that, I think I can only take the positive side of it"
0," Even if it was tough, really tough after the Olympics, all the U"
0,S
0," Series, and then for me the Asian swing"
0,"Unfortunately, because I really love to be especially here in China"
0, But I wasn't able to be at my best because probably I was missing some rest and some preparation as well
0,So I still feel that my legs are not that quick as they were like one year ago or many things
0, This is also scheduling
0," Sometimes if you have the Olympics, another extra tournament which was not schedule at the beginning, then some other mandatory things, if you have status -- I mean, I'm learning"
0, It's only my second year finishing top 20
0, I am really proud of that
0,This is the thing -- finishing top 20
0," Not sure yet, but around, so it's enough for me"
0," But for sure I know now it's really the last push, and then I'm going to have two months almost to first recover, and then be really able to give my best at practice to be able to be ready for 2017"
0,Sorry for the long answers
0, Good luck
0,Is your name very popular name in Europe
0, You get to play another Timea next match
0, Talk about your game with Ms
1, Babos
0,"Well, so I have Hungarian roots and she's Hungarian, so it's really popular in Hungary"
0," But it's funny to say that, because now it's getting quite popular -- I mean, not super, super popular as Emma, but still quite popular in Switzerland"
0,"I'm almost too shy to say that, but maybe it's a little bit because of me actually"
